st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
IL,Timber Ridge Middle School,173174001873,Plainfield SD 202,1731740,Plainfield,60586,Plainfield,60586,Yes under Community Eligibility Option (CEO),848,,339
IL,Timber Ridge School,170003203950,NW Suburban Spec Educ Org,1700032,Arlington Heights,60004,Arlington Heights,60004,Yes participating without using any Provision or the CEO,,,
IL,Timber Trails Elementary School,171371005615,SD U-46,1713710,Hoffman Estates,60192,Hoffman Estates,60192,Yes under Community Eligibility Option (CEO),377,,148
ID,TIMBERLAKE MIDDLE SCHOOL,160180000842,LAKELAND DISTRICT,1601800,SPIRIT LAKE,83869,SPIRIT LAKE,83869,Yes participating without using any Provision or the CEO,349,,117
ID,TIMBERLAKE SENIOR HIGH SCHOOL,160180000843,LAKELAND DISTRICT,1601800,SPIRIT LAKE,83869,SPIRIT LAKE,83869,Yes participating without using any Provision or the CEO,530,3,109
ID,TIMBERLINE ELEMENTARY,160252000983,OROFINO JOINT DISTRICT,1602520,WEIPPE,83544,WEIPPE,83544,Yes participating without using any Provision or the CEO,105,40,70
ID,TIMBERLINE HIGH SCHOOL,160252000445,OROFINO JOINT DISTRICT,1602520,WEIPPE,83544,WEIPPE,83544,Yes participating without using any Provision or the CEO,113,21,49
ID,TIMBERLINE HIGH SCHOOL,160036000643,BOISE INDEPENDENT DISTRICT,1600360,BOISE,83706,BOISE,83706,Yes participating without using any Provision or the CEO,1391,94,159
IN,Timothy Ball Elementary School,180249000299,Crown Point Community School Corp,1802490,Crown Point,46307,Crown Point,46307,Yes participating without using any Provision or the CEO,634,286,205
GA,Timothy Elementary School,130117000444,Clarke County,1301170,Athens,30606,Athens,30606,Yes under Community Eligibility Option (CEO),595,103,272
IN,Timothy L Johnson Academy,180001301774,Timothy L Johnson Academy,1800013,Fort Wayne,46806,Fort Wayne,46806,Yes under Community Eligibility Option (CEO),394,391,256
IN,Timothy L. Johnson Academy Middle,180020302668,Timothy L. Johnson Academy Middle,1800203,Fort Wayne,46806,Fort Wayne,46806,Yes under Community Eligibility Option (CEO),167,,139
IN,Tindley Genesis Academy,180014502595,Tindley Genesis Academy,1800145,Indianapolis,46205,Indianapolis,46205,Yes under Community Eligibility Option (CEO),397,328,334
IN,Tindley Summit Academy,180014802563,Tindley Summit Academy,1800148,Indianapolis,46226,Indianapolis,46226,Yes under Community Eligibility Option (CEO),225,196,175
IL,Tinley Park High School,170705000367,Bremen CHSD 228,1707050,Tinley Park,60477,Tinley Park,60477,No,1062,,
IL,Tioga Elementary School,170591000270,Bensenville SD 2,1705910,Bensenville,60106,Bensenville,60106,Yes under Community Eligibility Option (CEO),754,,450
IN,Tippecanoe Valley High School,181137001839,Tippecanoe Valley School Corp,1811370,Akron,46910,Akron,46910,Yes participating without using any Provision or the CEO,543,287,299
IN,Tippecanoe Valley Middle School,181137000397,Tippecanoe Valley School Corp,1811370,Akron,46910,Akron,46910,Yes participating without using any Provision or the CEO,427,223,264
IN,Tipton Elementary School,181140001844,Tipton Community School Corp,1811400,Tipton,46072,Tipton,46072,Yes participating without using any Provision or the CEO,645,301,298
IN,Tipton High School,181140001843,Tipton Community School Corp,1811400,Tipton,46072,Tipton,46072,Yes participating without using any Provision or the CEO,454,188,172
IN,Tipton Middle School,181140001842,Tipton Community School Corp,1811400,Tipton,46072,Tipton,46072,Yes participating without using any Provision or the CEO,310,127,125
GA,Tobacco Road Elementary School,130438000570,Richmond County,1304380,Augusta,30906,Augusta,30906,Yes under Community Eligibility Option (CEO),431,167,377
GA,Toccoa Elementary School,130456001845,Stephens County,1304560,Toccoa,30577,Toccoa,30577,Yes under Community Eligibility Option (CEO),603,212,422
GA,Todd Grant Elementary School,130360001356,McIntosh County,1303600,Darien,31305,Darien,31305,Yes under Community Eligibility Option (CEO),674,245,591
IL,Todd Hall Elem School,172310002551,Lincolnwood SD 74,1723100,Lincolnwood,60712,Lincolnwood,60712,No,439,,
GA,Tolbert Elementary School,130243001077,Gordon County,1302430,Resaca,30735,Resaca,30735,Yes participating without using any Provision or the CEO,536,178,471
GA,Toney Elementary School,130174000713,DeKalb County,1301740,Decatur,30032,Decatur,30032,Yes under Community Eligibility Option (CEO),226,137,226
IL,Tonica Grade School,173918003976,Tonica CCSD 79,1739180,Tonica,61370,Tonica,61370,Yes participating without using any Provision or the CEO,123,,59
GA,Toombs Central Elementary School,130504001692,Toombs County,1305040,Lyons,30436,Lyons,30436,Yes under Community Eligibility Option (CEO),495,133,338
GA,Toombs County High School,130504001693,Toombs County,1305040,Lyons,30436,Lyons,30436,Yes under Community Eligibility Option (CEO),893,311,621
GA,Toombs County Middle School,130504002993,Toombs County,1305040,Lyons,30436,Lyons,30436,Yes under Community Eligibility Option (CEO),672,277,616
IN,Topeka Elementary School,181311002078,Westview School Corporation,1813110,Topeka,46571,Topeka,46571,Yes participating without using any Provision or the CEO,263,75,124
IL,Towanda Elem School,172862005556,McLean County USD 5,1728620,Towanda,61776,Towanda,61776,Yes participating without using any Provision or the CEO,198,,28
GA,Towers High School,130174000686,DeKalb County,1301740,Decatur,30032,Decatur,30032,Yes under Community Eligibility Option (CEO),769,319,769
IN,Towne Meadow Elementary School,180120001405,Carmel Clay Schools,1801200,Carmel,46032,Carmel,46032,Yes participating without using any Provision or the CEO,537,62,55
GA,Towns County Elementary School,130507002997,Towns County,1305070,Hiawassee,30546,Hiawassee,30546,Yes participating without using any Provision or the CEO,494,97,362
GA,Towns County High School,130507002999,Towns County,1305070,Hiawassee,30546,Hiawassee,30546,Yes participating without using any Provision or the CEO,288,29,139
GA,Towns County Middle School,130507002998,Towns County,1305070,Hiawassee,30546,Hiawassee,30546,Yes participating without using any Provision or the CEO,219,48,133
ID,TRAIL WIND ELEMENTARY,160036000590,BOISE INDEPENDENT DISTRICT,1600360,BOISE,83716,BOISE,83716,Yes participating without using any Provision or the CEO,490,28,47
IN,Trailside Elementary School,180283002738,Zionsville Community Schools,1802830,Zionsville,46077,Zionsville,46077,Yes participating without using any Provision or the CEO,519,25,15
IL,Transition,170139206038,Southwest Cook Coop Spec Ed,1701392,Orland Park,60462,Orland Park,60462,No,,,
IL,Transition,170005906153,Spec Educ Dist Lake County/Sedol,1700059,Vernon Hills,60061,Vernon Hills,60061,No,,,
IL,Transition Learning Center,170015206206,North DuPage Sp Ed Cooperative,1700152,Bensenville,60106,Bensenville,60106,No,,,
IL,Transition Learning Center of Gru,170139306915,Grundy County Spec Educ Coop,1701393,Morris,60450,Morris,60450,Yes participating without using any Provision or the CEO,,,
IL,Transition Program,170142506412,School Assn For Special Educ,1701425,Lisle,60532,Lisle,60532,Yes under Community Eligibility Option (CEO),,,
IL,Transitional Employment Program,170139206755,Southwest Cook Coop Spec Ed,1701392,Orland Park,60462,Orland Park,60462,No,,,
IL,Traughber Jr High School,173027003134,CUSD 308,1730270,Oswego,60543,Oswego,60543,Yes participating without using any Provision or the CEO,1074,,269
ID,TREASURE VALLEY CLASSICAL ACADEMY,160018801110,TREASURE VALLEY CLASSICAL ACADEMY INC.,1600188,FRUITLAND,83619,FRUITLAND,83619,Yes participating without using any Provision or the CEO,572,48,191
ID,TREASURE VALLEY MATH/SCIENCE,160036000823,BOISE INDEPENDENT DISTRICT,1600360,BOISE,83714,BOISE,83714,No,6,,
IL,Treatment & Learning Center,170002305042,Eastern IL Area of Spec Educ,1700023,Kansas,61933,Kansas,61933,Yes under Community Eligibility Option (CEO),,,
IL,Treatment & Learning Center-H,170002304730,Eastern IL Area of Spec Educ,1700023,Humboldt,61931,Humboldt,61931,Yes under Community Eligibility Option (CEO),,,
ID,TREATY ROCK ELEMENTARY,160267001129,POST FALLS DISTRICT,1602670,POST FALLS,83854,POST FALLS,83854,Yes participating without using any Provision or the CEO,430,92,170
IL,Tremont Elem School,173939004857,Tremont CUSD 702,1739390,Tremont,61568,Tremont,61568,Yes participating without using any Provision or the CEO,314,,57
IL,Tremont High School,173939003985,Tremont CUSD 702,1739390,Tremont,61568,Tremont,61568,Yes participating without using any Provision or the CEO,287,,51
IL,Tremont Middle School,173939003984,Tremont CUSD 702,1739390,Tremont,61568,Tremont,61568,Yes participating without using any Provision or the CEO,290,,50
IL,Trenton Elem School,173942003987,Wesclin CUSD 3,1739420,Trenton,62293,Trenton,62293,Yes participating without using any Provision or the CEO,204,,68
GA,Treutlen Elementary School,130510001700,Treutlen County,1305100,Soperton,30457,Soperton,30457,Yes under Community Eligibility Option (CEO),481,227,430
GA,Treutlen Middle/High School,130510001699,Treutlen County,1305100,Soperton,30457,Soperton,30457,Yes under Community Eligibility Option (CEO),503,195,450
IL,Trewyn Primary School,173123006420,Peoria SD 150,1731230,Peoria,61605,Peoria,61605,Yes under Community Eligibility Option (CEO),357,,332
IN,Tri Central Elementary,180804002227,Tri-Central Community Schools,1808040,Sharpsville,46068,Sharpsville,46068,Yes participating without using any Provision or the CEO,387,184,196
IN,Tri Central Middle-High School,180804001379,Tri-Central Community Schools,1808040,Sharpsville,46068,Sharpsville,46068,Yes participating without using any Provision or the CEO,402,150,177
IN,Tri Elementary School,181038001703,South Henry School Corp,1810380,Straughn,47387,Straughn,47387,Yes participating without using any Provision or the CEO,329,202,193
IN,Tri Junior-Senior High School,181038001702,South Henry School Corp,1810380,Straughn,47387,Straughn,47387,Yes participating without using any Provision or the CEO,460,260,240
IL,Tri Point Elementary School,173948003992,Tri Point CUSD 6-J,1739480,Kempton,60946,Kempton,60946,Yes under Community Eligibility Option (CEO),125,,103
IL,Tri-C Elementary School,170864000503,Carterville CUSD 5,1708640,Carterville,62918,Carterville,62918,Yes participating without using any Provision or the CEO,657,,280
GA,Tri-Cities High School,130228002124,Fulton County,1302280,East Point,30344,East Point,30344,Yes under Community Eligibility Option (CEO),1774,661,1774
IL,Tri-City Elem School,173945004859,Tri City CUSD 1,1739450,Buffalo,62515,Buffalo,62515,Yes participating without using any Provision or the CEO,278,,132
IL,Tri-City High School,173945003991,Tri City CUSD 1,1739450,Buffalo,62515,Buffalo,62515,Yes participating without using any Provision or the CEO,153,,67
IL,Tri-City Jr High School,173945004860,Tri City CUSD 1,1739450,Buffalo,62515,Buffalo,62515,Yes participating without using any Provision or the CEO,127,,59
IL,Tri-County Center,170005205825,Tri-County Sp Ed Jnt Agreement,1700052,Murphysboro,62966,Murphysboro,62966,Yes under Community Eligibility Option (CEO),,,
IN,Tri-County Intermediate School,181143001845,Tri-County School Corporation,1811430,Wolcott,47995,Wolcott,47995,Yes participating without using any Provision or the CEO,244,111,101
IN,Tri-County Jr/Sr High School,181143001846,Tri-County School Corporation,1811430,Wolcott,47995,Wolcott,47995,Yes participating without using any Provision or the CEO,333,158,131
IN,Tri-County Primary School,181143001848,Tri-County School Corporation,1811430,Remington,47977,Remington,47977,Yes participating without using any Provision or the CEO,199,89,87
IL,Tri-County South - Choate,170005204759,Tri-County Sp Ed Jnt Agreement,1700052,Anna,62906,Anna,62906,No,,,
IL,Tri-County Ward,170005203643,Tri-County Sp Ed Jnt Agreement,1700052,Du Quoin,62832,Du Quoin,62832,Yes under Community Eligibility Option (CEO),,,
IN,Tri-North Middle School,180063002232,Monroe County Community Sch Corp,1800630,Bloomington,47404,Bloomington,47404,Yes participating without using any Provision or the CEO,543,238,232
IL,Tri-Point High School,173948003994,Tri Point CUSD 6-J,1739480,Cullom,60929,Cullom,60929,Yes under Community Eligibility Option (CEO),123,,92
IL,Tri-Point Jr High/Elementary,173948000171,Tri Point CUSD 6-J,1739480,Piper City,60959,Piper City,60959,Yes under Community Eligibility Option (CEO),145,,120
IN,Tri-Township Elementary School,180010702520,Tri-Township Cons School Corp,1800107,Wanatah,46390,Wanatah,46390,Yes participating without using any Provision or the CEO,134,65,64
IN,Tri-Township Jr.-Sr. High School,180010702511,Tri-Township Cons School Corp,1800107,LaCrosse,46348,LaCrosse,46348,Yes participating without using any Provision or the CEO,171,83,73
IL,Tri-Valley Elem School,171392004628,Tri Valley CUSD 3,1713920,Downs,61736,Downs,61736,Yes participating without using any Provision or the CEO,310,,51
IL,Tri-Valley High School,171392001736,Tri Valley CUSD 3,1713920,Downs,61736,Downs,61736,Yes participating without using any Provision or the CEO,313,,33
IL,Tri-Valley Middle School,171392001735,Tri Valley CUSD 3,1713920,Downs,61736,Downs,61736,Yes participating without using any Provision or the CEO,457,,42
IN,Tri-West Middle School,180810001670,North West Hendricks Schools,1808100,Lizton,46149,Lizton,46149,Yes participating without using any Provision or the CEO,446,109,117
IN,Tri-West Senior High School,180810001387,North West Hendricks Schools,1808100,Lizton,46149,Lizton,46149,Yes participating without using any Provision or the CEO,608,139,122
IL,Triad High School,173735003870,Triad CUSD 2,1737350,Troy,62294,Troy,62294,Yes participating without using any Provision or the CEO,1188,,202
IL,Triad Middle School,173735003868,Triad CUSD 2,1737350,Saint Jacob,62281,Saint Jacob,62281,Yes participating without using any Provision or the CEO,948,,178
GA,Trickum Middle School,130255001115,Gwinnett County,1302550,Lilburn,30047,Lilburn,30047,Yes participating without using any Provision or the CEO,2211,366,1375
IL,Trico Elementary School,170825000435,Trico CUSD 176,1708250,Campbell Hill,62916,Campbell Hill,62916,Yes under Community Eligibility Option (CEO),466,,316
IL,Trico Jr High School,170825000436,Trico CUSD 176,1708250,Campbell Hill,62916,Campbell Hill,62916,Yes under Community Eligibility Option (CEO),183,,105
IL,Trico Senior High School,170825000437,Trico CUSD 176,1708250,Campbell Hill,62916,Campbell Hill,62916,Yes participating without using any Provision or the CEO,227,,127
GA,Trion Elementary School,130513002465,Trion City,1305130,Trion,30753,Trion,30753,Yes participating without using any Provision or the CEO,641,143,416
GA,Trion High School,130513002467,Trion City,1305130,Trion,30753,Trion,30753,Yes participating without using any Provision or the CEO,396,65,210
GA,Trion Middle School,130513002466,Trion City,1305130,Trion,30753,Trion,30753,Yes participating without using any Provision or the CEO,276,56,166
IL,Triopia Grade School,171083001322,Triopia CUSD 27,1710830,Concord,62631,Concord,62631,Yes participating without using any Provision or the CEO,205,,72
IL,Triopia Jr-Sr High School,171083001324,Triopia CUSD 27,1710830,Concord,62631,Concord,62631,Yes participating without using any Provision or the CEO,187,,70
GA,Trip Elementary School,130255003786,Gwinnett County,1302550,Grayson,30017,Grayson,30017,Yes participating without using any Provision or the CEO,1415,268,875
IL,Tripp School,170390005137,Aptakisic-Tripp CCSD 102,1703900,Buffalo Grove,60089,Buffalo Grove,60089,No,517,,
IL,Tristar Acad Safe Sch Program,170016504627,Bnd/Chrstn/Effngh/Fytt/Mntgmr ROE,1700165,Effingham,62401,Effingham,62401,Yes under Community Eligibility Option (CEO),0,,
IN,Triton Central Elementary School,180831001424,Northwestern Con School Corp,1808310,Fairland,46126,Fairland,46126,Yes participating without using any Provision or the CEO,510,245,244
IN,Triton Central High School,180831001423,Northwestern Con School Corp,1808310,Fairland,46126,Fairland,46126,Yes participating without using any Provision or the CEO,469,207,180
IN,Triton Central Middle School,180831001425,Northwestern Con School Corp,1808310,Fairland,46126,Fairland,46126,Yes participating without using any Provision or the CEO,435,164,171
IN,Triton Elementary School,181149001855,Triton School Corporation,1811490,Bourbon,46504,Bourbon,46504,Yes participating without using any Provision or the CEO,520,245,275
IN,Triton Jr-Sr High School,181149001856,Triton School Corporation,1811490,Bourbon,46504,Bourbon,46504,Yes participating without using any Provision or the CEO,434,183,194
GA,Tritt Elementary School,130129001882,Cobb County,1301290,Marietta,30062,Marietta,30062,Yes participating without using any Provision or the CEO,797,9,72
IN,Trojan Virtual Academy,180280002727,Duneland School Corporation,1802800,Chesterton,46304,Chesterton,46304,No,100,,32
GA,Troup County High School,130000101964,Troup County,1300001,LaGrange,30241,LaGrange,30241,Yes participating without using any Provision or the CEO,1344,453,908
IL,Troy Craughwell School,173951003997,Troy CCSD 30C,1739510,Joliet,60431,Joliet,60431,Yes participating without using any Provision or the CEO,503,,292
IL,Troy Cronin Elem School,173951004516,Troy CCSD 30C,1739510,Shorewood,60404,Shorewood,60404,Yes participating without using any Provision or the CEO,494,,241
ID,TROY ELEMENTARY SCHOOL,160000900581,TROY SCHOOL DISTRICT,1600009,TROY,83871,TROY,83871,Yes participating without using any Provision or the CEO,176,18,54
IL,Troy Heritage Trail School,173951001854,Troy CCSD 30C,1739510,Joliet,60431,Joliet,60431,Yes participating without using any Provision or the CEO,473,,273
IL,Troy Hofer Elem Sch,173951006012,Troy CCSD 30C,1739510,Shorewood,60404,Shorewood,60404,Yes participating without using any Provision or the CEO,442,,223
ID,TROY JR/SR HIGH SCHOOL,160000900582,TROY SCHOOL DISTRICT,1600009,TROY,83871,TROY,83871,Yes participating without using any Provision or the CEO,156,11,43
IL,Troy Middle School,173951003996,Troy CCSD 30C,1739510,Plainfield,60586,Plainfield,60586,Yes participating without using any Provision or the CEO,878,,355
IL,Troy Shorewood School,173951003998,Troy CCSD 30C,1739510,Shorewood,60404,Shorewood,60404,Yes participating without using any Provision or the CEO,374,,131
GA,Tucker Elementary School,130288001232,Houston County,1302880,Perry,31069,Perry,31069,Yes under Community Eligibility Option (CEO),493,137,316
GA,Tucker High School,130174000669,DeKalb County,1301740,Tucker,30084,Tucker,30084,Yes participating without using any Provision or the CEO,1590,363,1076
GA,Tucker Middle School,130174003338,DeKalb County,1301740,Tucker,30084,Tucker,30084,Yes participating without using any Provision or the CEO,1199,365,907
GA,Tunnel Hill Elementary School,130570001823,Whitfield County,1305700,Tunnel Hill,30755,Tunnel Hill,30755,Yes participating without using any Provision or the CEO,303,63,203
IN,Turkey Run Elementary School,180011801857,North Central Parke Comm Schl Corp,1800118,Marshall,47859,Marshall,47859,Yes participating without using any Provision or the CEO,266,145,175
GA,Turner County Elementary School,130519001859,Turner County,1305190,Ashburn,31714,Ashburn,31714,Yes under Community Eligibility Option (CEO),568,367,568
GA,Turner County High School,130519001712,Turner County,1305190,Ashburn,31714,Ashburn,31714,Yes under Community Eligibility Option (CEO),342,261,300
GA,Turner County Middle School,130519000657,Turner County,1305190,Ashburn,31714,Ashburn,31714,Yes under Community Eligibility Option (CEO),227,191,227
IL,Turner Elem School,174155004163,West Chicago ESD 33,1741550,West Chicago,60185,West Chicago,60185,Yes under Community Eligibility Option (CEO),295,,209
IL,Turner Elem School,173237003377,Posen-Robbins ESD 143-5,1732370,Crestwood,60418,Crestwood,60418,Yes under Community Eligibility Option (CEO),145,,139
GA,Turner Elementary School,130183000846,Dougherty County,1301830,Albany,31705,Albany,31705,Yes under Community Eligibility Option (CEO),467,270,467
GA,Turner Middle School,130186000856,Douglas County,1301860,Lithia Springs,30122,Lithia Springs,30122,Yes participating without using any Provision or the CEO,745,248,651
GA,Turner Woods Elementary School,130315004018,Jones County,1303150,Gray,31032,Gray,31032,Yes participating without using any Provision or the CEO,596,102,348
IL,Turner-Drew Elem Language Academy,170993000628,Chicago Public Schools Dist 299,1709930,Chicago,60620,Chicago,60620,Yes under Community Eligibility Option (CEO),193,,164
IL,Tuscola High School,173960004001,Tuscola CUSD 301,1739600,Tuscola,61953,Tuscola,61953,Yes participating without using any Provision or the CEO,296,,114
GA,Tuskegee Airman Global Academy,130012004244,Atlanta Public Schools,1300120,Atlanta,30311,Atlanta,30311,Yes under Community Eligibility Option (CEO),466,240,466
GA,Tussahaw Elementary,130282003730,Henry County,1302820,McDonough,30252,McDonough,30252,Yes participating without using any Provision or the CEO,833,393,688
GA,Tutt Middle School,130438001574,Richmond County,1304380,Augusta,30909,Augusta,30909,Yes under Community Eligibility Option (CEO),465,195,398
IL,Twain Elem School,170993001130,Chicago Public Schools Dist 299,1709930,Chicago,60638,Chicago,60638,Yes under Community Eligibility Option (CEO),876,,670
GA,Twiggs County High School,130522002446,Twiggs County,1305220,Jeffersonville,31044,Jeffersonville,31044,Yes under Community Eligibility Option (CEO),228,166,166
GA,Twiggs Middle School,130522003611,Twiggs County,1305220,Jeffersonville,31044,Jeffersonville,31044,Yes under Community Eligibility Option (CEO),161,158,161
IN,Twin Branch Elementary School,180684001186,School City of Mishawaka,1806840,Mishawaka,46544,Mishawaka,46544,Yes participating without using any Provision or the CEO,296,165,175
GA,Twin City Elementary School,130204000908,Emanuel County,1302040,Twin City,30471,Twin City,30471,Yes under Community Eligibility Option (CEO),511,147,423
IL,Twin Echo Elem School,171065001289,Collinsville CUSD 10,1710650,Collinsville,62234,Collinsville,62234,Yes under Community Eligibility Option (CEO),182,,116
ID,TWIN FALLS HIGH SCHOOL,160324000555,TWIN FALLS DISTRICT,1603240,TWIN FALLS,83301,TWIN FALLS,83301,Yes participating without using any Provision or the CEO,1371,153,298
ID,TWIN FALLS VIRTUAL SCHOOLHOUSE,160324001105,TWIN FALLS DISTRICT,1603240,TWIN FALLS,83301,TWIN FALLS,83301,No,166,,
IL,Twin Groves Middle School,172103005513,Kildeer Countryside CCSD 96,1721030,Buffalo Grove,60089,Buffalo Grove,60089,No,594,,
ID,TWIN LAKES ELEMENTARY SCHOOL,160180000956,LAKELAND DISTRICT,1601800,RATHDRUM,83858,RATHDRUM,83858,Yes participating without using any Provision or the CEO,279,,42
IN,Twin Lakes Senior High School,181158001863,Twin Lakes School Corp,1811580,Monticello,47960,Monticello,47960,Yes participating without using any Provision or the CEO,663,367,393
GA,Twin Oaks Elementary,130327000206,Lee County,1303270,Leesburg,31763,Leesburg,31763,Yes participating without using any Provision or the CEO,736,192,435
GA,Twin Rivers Middle School,130255003912,Gwinnett County,1302550,Buford,30519,Buford,30519,Yes participating without using any Provision or the CEO,1627,227,976
GA,Tybee Island Maritime Academy School,130102004117,Savannah-Chatham County,1301020,Tybee Island,31328,Tybee Island,31328,Yes participating without using any Provision or the CEO,428,31,156
ID,TYHEE ELEMENTARY SCHOOL,160264000483,POCATELLO DISTRICT,1602640,POCATELLO,83202,POCATELLO,83202,Yes participating without using any Provision or the CEO,568,112,242
IL,Tyler Elementary School,171200005275,DeKalb CUSD 428,1712000,De Kalb,60115,De Kalb,60115,Yes under Community Eligibility Option (CEO),280,,229
IN,Tzouanakis Intermediate School,180399000693,Greencastle Community School Corp,1803990,Greencastle,46135,Greencastle,46135,Yes participating without using any Provision or the CEO,401,203,203
IL,U S Grant Elem School,170996001226,Chicago Heights SD 170,1709960,South Chicago Heights,60411,South Chicago Heights,60411,Yes under Community Eligibility Option (CEO),163,,157
IL,U S Grant Middle School,173708003841,Springfield SD 186,1737080,Springfield,62704,Springfield,62704,Yes under Community Eligibility Option (CEO),527,,388
ID,UCON ELEMENTARY SCHOOL,160093000178,BONNEVILLE JOINT DISTRICT,1600930,IDAHO FALLS,83401,IDAHO FALLS,83401,Yes participating without using any Provision or the CEO,436,83,178
GA,UHS of Laurel Heights,130174003613,DeKalb County,1301740,Atlanta,30306,Atlanta,30306,Yes participating without using any Provision or the CEO,52,4,21
GA,UHS of Savannah Coastal Harbor Treatment Center,130102003610,Savannah-Chatham County,1301020,Savannah,31406,Savannah,31406,Yes participating without using any Provision or the CEO,61,13,50
IL,Ulysses S Grant Intermediate Sch,170007706246,Marengo-Union E Cons D 165,1700077,Marengo,60152,Marengo,60152,Yes under Community Eligibility Option (CEO),225,,122
GA,Unidos Dual Language School,130123003687,Clayton County,1301230,Forest Park,30297,Forest Park,30297,Yes under Community Eligibility Option (CEO),434,154,332
IN,Union Center Elementary School,181170001872,Union Township School Corp,1811700,Valparaiso,46385,Valparaiso,46385,Yes participating without using any Provision or the CEO,407,76,65
IN,Union City Community Jr/Sr High,180318000415,Randolph Eastern School Corp,1803180,Union City,47390,Union City,47390,Yes under Community Eligibility Option (CEO),370,285,196
GA,Union County Elementary School,130525002605,Union County,1305250,Blairsville,30512,Blairsville,30512,Yes participating without using any Provision or the CEO,626,117,533
IN,Union County High School,181161001869,Union Co/Clg Corner Joint Sch Dist,1811610,Liberty,47353,Liberty,47353,Yes participating without using any Provision or the CEO,391,175,171
GA,Union County High School,130525001720,Union County,1305250,Blairsville,30512,Blairsville,30512,Yes participating without using any Provision or the CEO,921,89,433
IN,Union County Middle School,181161001868,Union Co/Clg Corner Joint Sch Dist,1811610,Liberty,47353,Liberty,47353,Yes participating without using any Provision or the CEO,267,121,137
GA,Union County Middle School,130525003456,Union County,1305250,Blairsville,30512,Blairsville,30512,Yes participating without using any Provision or the CEO,675,104,419
GA,Union County Primary School,130525001719,Union County,1305250,Blairsville,30512,Blairsville,30512,Yes participating without using any Provision or the CEO,777,119,618
IL,Union Elem School,170561000239,Belleville SD 118,1705610,Belleville,62226,Belleville,62226,Yes under Community Eligibility Option (CEO),428,,350
IN,Union Elementary School,180369000585,Franklin Community School Corp,1803690,Bargersville,46106,Bargersville,46106,Yes participating without using any Provision or the CEO,161,51,57
GA,Union Elementary School,130042001869,Bibb County,1300420,Macon,31210,Macon,31210,Yes under Community Eligibility Option (CEO),469,358,357
IN,Union Elementary School,181173001874,Union School Corporation,1811730,Modoc,47358,Modoc,47358,Yes under Community Eligibility Option (CEO),133,99,23
IL,Union Elementary School,173966004004,Union SD 81,1739660,Joliet,60433,Joliet,60433,Yes under Community Eligibility Option (CEO),128,,60
GA,Union Elementary School,130402001477,Paulding County,1304020,Temple,30179,Temple,30179,Yes participating without using any Provision or the CEO,400,84,238
IN,Union Elementary School,180283000340,Zionsville Community Schools,1802830,Zionsville,46077,Zionsville,46077,Yes participating without using any Provision or the CEO,468,17,16
GA,Union Grove High,130282002391,Henry County,1302820,McDonough,30252,McDonough,30252,Yes participating without using any Provision or the CEO,1643,187,643
GA,Union Grove Middle,130282002394,Henry County,1302820,McDonough,30252,McDonough,30252,Yes participating without using any Provision or the CEO,1039,163,458
ID,UNION HIGH SCHOOL,160234000762,NAMPA SCHOOL DISTRICT,1602340,NAMPA,83686,NAMPA,83686,Yes participating without using any Provision or the CEO,171,39,94
IN,Union Junior & High School,181173001875,Union School Corporation,1811730,Modoc,47358,Modoc,47358,Yes under Community Eligibility Option (CEO),135,100,54
IL,Union Ridge Elem School,173978004006,Union Ridge SD 86,1739780,Harwood Heights,60706,Harwood Heights,60706,Yes under Community Eligibility Option (CEO),647,,302
IN,Union Township Middle School,181170000793,Union Township School Corp,1811700,Valparaiso,46385,Valparaiso,46385,Yes participating without using any Provision or the CEO,313,69,83
IN,Unionville Elementary School,180063000136,Monroe County Community Sch Corp,1800630,Unionville,47468,Unionville,47468,Yes participating without using any Provision or the CEO,232,75,74
IL,United Elem Sch - North,170032105609,United CUSD 304,1700321,Alexis,61412,Alexis,61412,Yes participating without using any Provision or the CEO,253,,145
IL,United Elem Sch - West,170032105939,United CUSD 304,1700321,Monmouth,61462,Monmouth,61462,Yes participating without using any Provision or the CEO,225,,147
IL,United High School,170032105608,United CUSD 304,1700321,Monmouth,61462,Monmouth,61462,Yes participating without using any Provision or the CEO,270,,120
IL,United Jr High Sch,170032105921,United CUSD 304,1700321,Monmouth,61462,Monmouth,61462,Yes participating without using any Provision or the CEO,201,,100
IL,United Twp Area Career Ctr,170020406796,Rock Island ROE,1700204,East Moline,61244,East Moline,61244,No,0,,
IL,United Twp High School,173987004008,United Twp HSD 30,1739870,East Moline,61244,East Moline,61244,Yes under Community Eligibility Option (CEO),1859,,1184
IL,Unity East,173912004648,Tolono CUSD 7,1739120,Philo,61864,Philo,61864,Yes participating without using any Provision or the CEO,241,,49
IL,Unity Elem School,172500002711,Massac UD 1,1725000,Brookport,62910,Brookport,62910,Yes under Community Eligibility Option (CEO),134,,81
IL,Unity Elementary School,172559004734,CUSD 4,1725590,Mendon,62351,Mendon,62351,Yes participating without using any Provision or the CEO,295,,138
GA,Unity Elementary School (PK-5),130363002334,Meriwether County,1303630,Luthersville,30251,Luthersville,30251,Yes under Community Eligibility Option (CEO),420,165,415
GA,Unity Grove Elementary School,130282002575,Henry County,1302820,Locust Grove,30248,Locust Grove,30248,Yes participating without using any Provision or the CEO,844,283,611
